cosecha,registros,has,suma_asegurada_usd,suma_asegurada_helada_usd,prima_usd,st_pagado_usd,rsp_usd,hyg_usd,siniestros_total_usd,resultado_tecnico_usd,tasa_prima_pct,loss_cost_campania_pct,loss_ratio_pct,share_suma_asegurada_pct,semaforo_loss_ratio
GRUESA,128,119371.43,47971756.20959097,71166.98166431594,1544079.8110883858,39210.4599780862,12777.703915266618,0.0,51988.163893352816,1492091.6471950328,0.032187268782535805,0.0010837244245596087,0.03366935019810121,0.7390892544303371,Normal
FINA,82,47680.229999999996,16934824.31777151,1391466.6960507757,588604.4569612856,655128.8262892622,29296.136764061357,0.0,684424.9630533236,-95820.50609203799,0.034757045359106585,0.04041523845836911,1.162792695432037,0.2609107455696629,Crítico
